,Rank,Company,Revenues  ($ millions),Profits  ($ millions),Year
4,105,Pullman,330.4,9.6,1956
5,106,Carnation,329.2,8.1,1956
6,107,Amstar,325.9,8.3,1956
7,108,J.P. Stevens,321.1,8.5,1956
8,109,Weyerhaeuser,316.7,49.2,1956
9,110,Otis Elevator,316.6,13.8,1956
10,111,Cudahy,308.1,2.7,1956
11,112,Sylvania Electric Products,307.4,13.8,1956
12,113,NCR,301.2,15.4,1956
13,114,Avco,299.3,0.8,1956
14,115,Sunray DX Oil,298.4,39.5,1956
15,116,Liggett Group,296.1,26.7,1956
16,117,Electric Autolite,296.0,10.1,1956
17,118,GenCorp,295.7,9.7,1956
18,119,Bestfoods,290.2,20.7,1956
19,120,Beatrice,287.4,5.6,1956
20,121,TRW,286.2,11.3,1956
21,122,Colgate-Palmolive,285.6,14.0,1956
22,123,Manville,284.7,23.5,1956
23,124,Northrop Grumman,283.4,11.7,1956
24,125,3M,281.9,34.7,1956
25,126,Aeroquip-Vickers,281.5,36.0,1956
26,127,Whirlpool,280.4,14.1,1956
27,128,Quaker Oats,276.4,10.1,1956
28,129,Rockwell-Standard,271.9,17.3,1956
29,130,Martin Marietta,271.9,13.3,1956
30,131,Kaisertech,268.1,28.6,1956
31,132,FMC,264.6,14.9,1956
32,133,Furniture Brands Intl.,262.4,10.4,1956
33,134,"Libby, McNeill & Libby",261.9,5.4,1956
34,135,National Supply,259.8,11.4,1956
35,136,American Viscose,259.4,24.7,1956
36,137,USG,258.7,40.4,1956
37,138,CF&I Steel,257.5,10.9,1956
38,139,Marathon Oil,257.2,41.3,1956
39,140,St. Regis,257.1,19.0,1956
40,141,Allegheny International,255.2,15.0,1956
41,142,Rath Packing,254.0,2.6,1956
42,143,Coca-Cola,252.9,27.5,1956
43,144,Armstrong Holdings,249.4,14.5,1956
44,145,Wheeling Pittsburgh,246.7,17.3,1956
45,146,Scott Paper,246.7,21.3,1956
46,147,Ashland,245.9,10.1,1956
47,148,Honeywell,244.5,19.3,1956
48,149,Richfield Oil,244.4,29.6,1956
49,150,Continental Baking,244.0,7.7,1956
50,151,Revere Copper & Brass,242.7,11.3,1956
51,152,Crucible Steel,237.7,13.2,1956
52,153,A.O. Smith,237.1,6.0,1956
53,154,Wyeth,234.5,20.5,1956
54,155,H.J. Heinz,234.2,8.8,1956
55,156,Del Monte Foods,233.8,8.9,1956
56,157,Babcock & Wilcox,233.3,13.5,1956
57,158,Skelly Oil,231.6,32.2,1956
58,159,J.E. Seagram,228.9,22.3,1956
59,160,Koppers,228.5,10.4,1956
60,161,M. Lowenstein,228.2,10.8,1956
61,162,Motorola,226.7,8.5,1956
62,163,Hercules,226.7,19.0,1956
63,164,Kimberly-Clark,224.0,20.3,1956
64,165,Fruehauf,223.5,8.7,1956
65,166,Johnson & Johnson,222.9,11.3,1956
66,167,Archer Daniels Midland,221.0,5.8,1956
67,168,Oscar Mayer,220.2,4.9,1956
68,169,Eaton,218.1,13.3,1956
69,170,Unisys,217.8,12.2,1956
70,171,Glidden,217.0,8.4,1956
71,172,Container Corp. of America,215.6,15.7,1956
72,173,Grumman,213.4,9.8,1956
73,174,Arden Farms,212.3,2.1,1956
74,175,Hearst Consolidated Publications,207.6,2.6,1956
75,176,Brink's,205.8,3.1,1956
76,177,Bell Intercontinental,204.4,5.9,1956
77,178,Admiral,202.4,2.4,1956
78,179,Anheuser-Busch,201.7,8.0,1956
79,180,Quantum Chemical,201.6,15.5,1956
80,181,Pet,200.2,9.2,1956
81,182,Timken,196.1,22.1,1956
82,183,Mack Trucks,194.3,7.8,1956
83,184,Cannon Mills,193.7,10.0,1956
84,185,ACF Industries,190.8,6.9,1956
85,186,Carrier,190.0,8.5,1956
86,187,Textron,189.2,5.5,1956
87,188,Dana,186.6,15.3,1956
88,189,Raytheon,182.3,4.5,1956
89,190,Kellogg,182.1,13.8,1956
90,191,White Motor,179.9,6.1,1956
91,192,Curtis Publishing,179.8,4.1,1956
92,193,Celanese,177.5,11.2,1956
93,194,Gillette,176.9,29.0,1956
94,195,Pittsburgh Steel,176.7,7.5,1956
95,196,Westvaco,176.2,15.7,1956
96,197,Westinghouse Air Brake,172.5,12.4,1956
97,198,Sharon Steel,171.2,8.0,1956
98,199,Consolidation Coal,168.6,14.0,1956
99,200,Genesco,167.9,5.3,1956
0,201,Walter Industries,167.4,2.4,1956
1,202,Sterling Drug,166.9,15.7,1956
2,203,Wesson Oil & Snowdrift,166.7,4.7,1956
3,204,American-Marietta,165.3,11.1,1956
4,205,Dresser Industries,164.8,10.4,1956
5,206,Kaiser Industries,164.0,5.1,1956
6,207,Pfizer,163.8,15.3,1956
7,208,Cone Mills,163.6,4.8,1956
8,209,Grinnell,163.2,8.3,1956
9,210,Rohm & Haas,161.6,17.7,1956
10,211,Owens Corning,161.3,10.9,1956
11,212,Rheem Manufacturing,160.6,5.2,1956
12,213,Norton,160.5,N.A.,1956
13,214,Baldwin-Lima-Hamilton,160.3,1.8,1956
14,215,Gair (Robert),160.2,9.3,1956
15,216,Brown Shoe,159.5,6.5,1956
16,217,Merck,157.9,15.7,1956
17,218,Schenley Industries,157.8,6.1,1956
18,219,Corning,157.7,18.6,1956
19,220,Altria Group,157.0,11.5,1956
20,221,Simmons,156.3,6.6,1956
21,222,McDonnell Douglas,154.6,4.6,1956
22,223,Fairchild Engine & Airplane,154.4,4.3,1956
23,224,Dart Industries,153.5,4.1,1956
24,225,Zenith Electronics,152.9,8.0,1956
25,226,Hershey Foods,151.6,10.6,1956
26,227,Staley Continental,151.5,5.2,1956
27,228,Eastern Gas & Fuel Associates,151.1,5.2,1956
28,229,Champion International,150.6,7.5,1956
29,230,Mead,150.5,10.6,1956
30,231,BOC,149.2,11.6,1956
31,232,Bridgeport Brass,148.6,5.5,1956
32,233,National Gypsum,148.2,15.8,1956
33,234,Abex,147.1,6.4,1956
34,235,Chance Vought,147.1,4.8,1956
35,236,Scovill,146.9,5.5,1956
36,237,Continental Motors,145.5,2.5,1956
37,238,Ingersoll-Rand,145.4,27.5,1956
38,239,Anaconda Wire & Cable,145.2,7.0,1956
39,240,AMF,145.0,4.8,1956
40,241,McLouth Steel,145.0,8.1,1956
41,242,National Sugar Refining,144.9,1.9,1956
42,243,Central Soya,144.8,2.6,1956
43,244,Stauffer Chemical,143.6,12.3,1956
44,245,Endicott Johnson,143.1,2.8,1956
45,246,ITT Rayonier,142.5,15.9,1956
46,247,McGraw-Edison,142.5,9.5,1956
47,248,Budd,141.5,12.2,1956
48,249,Eli Lilly,141.3,16.3,1956
49,250,Studebaker-Worthington,140.9,7.2,1956
50,251,Kelsey-Hayes,140.8,7.4,1956
51,252,Campbell Taggart,140.6,7.9,1956
52,253,American Bakeries,139.0,5.4,1956
53,254,Stokely-Van Camp,136.5,3.8,1956
54,255,Kaiser Steel,136.1,5.7,1956
55,256,Combustion Engineering,135.8,5.6,1956
56,257,Certainteed,135.4,8.1,1956
57,258,Champion Papers,135.2,10.2,1956
58,259,Marathon,135.1,9.2,1956
59,260,Pabst Brewing,134.3,2.4,1956
60,261,Cletrac,133.6,4.8,1956
61,262,General Precision Equipment,133.3,2.5,1956
62,263,Clark Equipment,131.3,9.5,1956
63,264,Lorillard,129.8,6.6,1956
64,265,Link-Belt,129.5,7.6,1956
65,266,Tecumseh Products,129.5,6.3,1956
66,267,GK Technologies,129.4,6.5,1956
67,268,Diamond International,128.8,9.1,1956
68,269,General Host,128.7,2.1,1956
69,270,WestPoint Stevens,128.6,5.1,1956
70,271,Keebler,127.1,3.6,1956
71,272,"Parke, Davis",123.1,14.3,1956
72,273,Union Camp,123.0,14.3,1956
73,274,Newport News Shipbuilding,122.5,4.8,1956
74,275,Bemis,121.8,2.1,1956
75,276,St. Joseph Lead,121.5,12.7,1956
76,277,GAF,121.2,4.2,1956
77,278,Alco Products,120.7,4.3,1956
78,279,Sunshine Biscuits,119.2,6.1,1956
79,280,Granite City Steel,116.3,12.6,1956
80,281,Eagle-Picher Industries,114.5,5.0,1956
81,282,Cleveland-Cliffs,114.5,13.4,1956
82,283,Stewart-Warner,113.8,6.2,1956
83,284,Anchor Hocking,113.8,6.1,1956
84,285,Crown Holdings,113.0,1.8,1956
85,286,"Fairbanks, Morse",111.9,2.7,1956
86,287,U.S. Pipe & Foundry,111.3,11.3,1956
87,288,Maxus Energy,110.3,8.4,1956
88,289,Interlake,109.9,6.2,1956
89,290,Blaw-Knox,109.2,2.4,1956
90,291,Warren Petroleum,109.0,10.1,1956
91,292,Collins Radio,108.4,3.5,1956
92,293,Minute Maid,106.5,3.1,1956
93,294,H.K. Porter,106.1,6.4,1956
94,295,Long-Bell Lumber Co.,105.7,9.7,1956
95,296,Chemetron,105.5,5.6,1956
96,297,Yale & Towne Manufacturing,104.9,4.7,1956
97,298,Cincinnati Milacron,104.7,4.4,1956
98,299,Best Foods,104.1,4.9,1956
99,300,Garrett,103.4,3.7,1956
0,301,Colorado Milling & Elevator,102.8,1.1,1956
1,302,Detroit Steel,101.8,6.3,1956
2,303,Amerada Hess,101.8,25.4,1956
3,304,Keystone Consolidated Industries,101.4,9.5,1956
4,305,American Chain & Cable,101.1,6.1,1956
5,306,Flintkote,101.0,4.9,1956
6,307,Inmont,100.5,4.7,1956
7,308,Interstate Brands,99.7,3.4,1956
8,309,Interlake Iron,98.8,8.5,1956
9,310,Plymouth Oil,98.1,6.9,1956
10,311,Allied Mills,97.8,2.8,1956
11,312,Kendall,97.6,3.8,1956
12,313,Ward Foods,97.0,1.5,1956
13,314,Imcera Group,96.5,6.3,1956
14,315,Automatic Canteen,95.8,1.9,1956
15,316,National Container,95.3,8.4,1956
16,317,Case,94.8,0.9,1956
17,318,Pocahontas Fuel,94.8,4.8,1956
18,319,Fairmont Foods,94.5,1.0,1956
19,320,Hooker Chemical,94.2,10.6,1956
20,321,Texasgulf,93.6,32.4,1956
21,322,Maytag,93.1,6.3,1956
22,323,Stanley Works,92.5,5.6,1956
23,324,Ex-Cell-O,92.5,9.5,1956
24,325,Wagner Electric,92.3,4.7,1956
25,326,Georgia-Pacific,92.0,6.2,1956
26,327,Dan River,91.7,3.8,1956
27,328,Abbott Laboratories,91.7,9.7,1956
28,329,US Pharmaceuticals,91.7,16.0,1956
29,330,Lone Star Industries,91.5,14.8,1956
30,331,Squibb,91.1,3.7,1956
31,332,ESB,90.8,2.6,1956
32,333,Spencer Kellogg & Sons,90.3,0.3,1956
33,334,Sunbeam/Oster,90.1,6.9,1956
34,335,Foster Wheeler,90.1,1.3,1956
35,336,Warner-Lambert,90.0,8.1,1956
36,337,Carborundum,89.8,5.2,1956
37,338,Fibreboard,89.8,6.5,1956
38,339,PepsiCo,89.0,9.5,1956
39,340,Emerson Radio & Phonograph,87.4,2.5,1956
40,341,Cluett Peabody,87.4,3.8,1956
41,342,Thomas J. Lipton,87.2,3.5,1956
42,343,Gerber Products,86.7,5.5,1956
43,344,Riegel Textile,86.3,1.6,1956
44,345,Paccar,86.2,3.6,1956
45,346,Wm. Wrigley Jr.,86.1,11.6,1956
46,347,Outboard Marine,85.9,6.4,1956
47,348,Hines (Edward) Lumber,85.6,5.2,1956
48,349,Norton Simon,85.6,2.4,1956
49,350,Federal-Mogul,85.0,7.8,1956
50,351,Royal McBee,84.7,3.6,1956
51,352,Pepperell Manufacturing,84.7,1.9,1956
52,353,Houdaille Industries,84.6,2.8,1956
53,354,Beaunit,84.0,3.9,1956
54,355,Industrial Rayon,83.7,10.7,1956
55,356,National Automotive Fibers,83.5,2.2,1956
56,357,Motor Products,83.5,-1.7,1956
57,358,Liebmann Breweries,83.0,N.A.,1956
58,359,Rockwell Manufacturing,82.9,6.8,1956
59,360,Raybestos-Manhattan,82.9,3.7,1956
60,361,Bigelow-Sanford,82.7,2.4,1956
61,362,York International,82.7,2.4,1956
62,363,Rohr,82.4,3.3,1956
63,364,Olivetti Underwood,82.4,1.5,1956
64,365,Ruberoid,82.1,4.5,1956
65,366,Joy Technologies,81.9,5.7,1956
66,367,U.S. Industries,81.3,3.6,1956
67,368,City Products,81.3,4.1,1956
68,369,Cummins,81.0,4.5,1956
69,370,Coltec Industries,81.0,1.9,1956
70,371,Amsted Industries,80.7,3.8,1956
71,372,Midland-Ross,80.6,4.4,1956
72,373,Harbison-Walker Refractories,80.5,7.7,1956
73,374,Hazel-Atlas Glass,79.9,3.4,1956
74,375,Island Creek Coal,79.4,6.2,1956
75,376,Lukens Steel,79.3,1.7,1956
76,377,Superior Oil,78.9,3.4,1956
77,378,Square D,78.7,8.4,1956
78,379,Handy & Harman,78.7,0.9,1956
79,380,Motor Wheel,78.6,3.0,1956
80,381,Copperweld Steel,78.5,2.4,1956
81,382,LTV,78.2,3.1,1956
82,383,Virginia-Carolina Chemical,77.5,2.4,1956
83,384,Falstaff Brewing,77.0,4.4,1956
84,385,Beech Aircraft,77.0,3.6,1956
85,386,"American Zinc, Lead & Smelting",76.7,2.6,1956
86,387,McGraw-Hill,76.7,6.3,1956
87,388,Bulova Watch,76.4,3.0,1956
88,389,Kroehler Manufacturing,76.2,4.1,1956
89,390,Bristol-Myers Squibb,75.7,4.9,1956
90,391,Barium Steel,75.1,0.7,1956
91,392,Hartmarx,74.8,1.7,1956
92,393,Mansfield Tire & Rubber,74.6,1.8,1956
93,394,Cerro,74.1,14.0,1956
94,395,Daystrom,73.8,1.7,1956
95,396,American Bosch Arma,73.8,3.4,1956
96,397,Mohasco,73.7,1.7,1956
97,398,Joslyn Manufacturing & Supply,73.5,3.2,1956
98,399,AM International,73.4,6.7,1956
99,400,Minnesota & Ontario Paper,73.1,7.4,1956
0,401,I-T-E Imperial,73.0,1.8,1956
1,402,Murray Corp.,72.9,5.7,1956
2,403,Bibb Manufacturing,72.8,1.9,1956
3,404,Great Western Sugar,72.7,4.2,1956
4,405,Richardson-Vicks,72.7,6.5,1956
5,406,Minneapolis-Moline,72.3,0.7,1956
6,407,Clevite,71.9,4.9,1956
7,408,Bucyrus-Erie,71.7,6.5,1956
8,409,Lees (James) & Sons,71.3,3.4,1956
9,410,American Forest Products,71.3,2.6,1956
10,411,American Enka,71.3,7.1,1956
11,412,Celotex,71.1,5.1,1956
12,413,American Optical,71.0,2.6,1956
13,414,Crowell-Collier Publishing,70.9,0.8,1956
14,415,Lehigh Portland Cement,70.9,11.3,1956
15,416,National Can,70.9,1.0,1956
16,417,Times Mirror,70.7,3.2,1956
17,418,Ideal Basic Industries,70.0,13.8,1956
18,419,Dayco,69.2,2.3,1956
19,420,Remington Arms,69.0,7.9,1956
20,421,Armstrong Rubber,69.0,2.7,1956
21,422,Avon Products,68.9,6.0,1956
22,423,American Agricultural Chemical,68.7,4.4,1956
23,424,Carey (Philip) Manufacturing,68.0,2.6,1956
24,425,Pennwalt Corp,67.8,3.5,1956
25,426,Mueller Brass,67.7,2.5,1956
26,427,Arvin Industries,67.4,4.1,1956
27,428,Cuban Atlantic Sugar,67.3,3.1,1956
28,429,Tennessee Corp.,66.5,7.7,1956
29,430,Joy Global,66.3,1.5,1956
30,431,Berkshire Hathaway,65.5,0.3,1956
31,432,Savannah Sugar Refining,64.6,1.8,1956
32,433,Ekco Products,64.5,5.2,1956
33,434,Calumet & Hecia,64.4,3.6,1956
34,435,Ceco Industries,64.3,2.5,1956
35,436,International Silver,64.2,3.1,1956
36,437,Todd Shipyards,64.2,1.1,1956
37,438,Robertshaw Controls,64.0,3.8,1956
38,439,P.R. Mallory,63.9,2.2,1956
39,440,Solar Aircraft,63.9,2.1,1956
40,441,American Metal Products,63.5,4.3,1956
41,442,Chicago Pneumatic Tool,63.4,7.4,1956
42,443,Freeport Sulphur,63.3,12.4,1956
43,444,Lily-Tulip Cup,63.1,5.3,1956
44,445,Columbian Carbon,62.8,6.3,1956
45,446,Bliss (E.W.),62.8,2.1,1956
46,447,National Homes,62.3,2.1,1956
47,448,Suntide Refining,62.1,1.6,1956
48,449,Bird & Son,61.7,2.4,1956
49,450,Cutler-Hammer,61.6,5.6,1956
50,451,Publicker Industries,61.5,-1.8,1956
51,452,Canada Dry,61.4,3.5,1956
52,453,Consolidated Papers,61.2,5.6,1956
53,454,Climax Molybdenum,61.1,17.4,1956
54,455,Anderson-Prichard Oil,61.0,5.0,1956
55,456,Harshaw Chemical,60.9,2.5,1956
56,457,Butler Manufacturing,60.8,1.7,1956
57,458,Bates Manufacturing,60.7,2.1,1956
58,459,Standard Coil Products,60.5,-0.3,1956
59,460,Consolidated Coppermines,60.5,6.2,1956
60,461,Continental Foundry & Machine,60.4,2.9,1956
61,462,Atlas Powder,60.3,3.5,1956
62,463,Elgin National Watch,60.1,1.6,1956
63,464,Erwin Mills,59.9,0.7,1956
64,465,Mullins Manufacturing,59.8,1.7,1956
65,466,Congoleum,59.8,2.2,1956
66,467,Gould-National Batteries,59.7,2.6,1956
67,468,Tobin Packing,59.3,1.1,1956
68,469,Premcor,59.0,1.4,1956
69,470,Natl. Malleable & Steel Castings,59.0,2.4,1956
70,471,Crown Central,58.8,1.7,1956
71,472,Dole,58.8,1.4,1956
72,473,Glen Alden,58.7,0.2,1956
73,474,Servel,58.6,-4.0,1956
74,475,Stanley Home Products,58.5,3.1,1956
75,476,Alan Wood Steel,58.4,2.6,1956
76,477,Laclede Steel,58.2,4.0,1956
77,478,Briggs & Stratton,58.1,6.6,1956
78,479,Du Mont (Allen B.) Labs.,57.8,-3.7,1956
79,480,Visking,57.7,5.1,1956
80,481,Vertol Aircraft,57.7,1.6,1956
81,482,Bohn Aluminum & Brass,57.5,2.2,1956
82,483,Vanadium,57.3,5.4,1956
83,484,Sutherland Paper,57.3,3.5,1956
84,485,Blue Bell,57.1,1.8,1956
85,486,Graniteville Co.,56.8,1.3,1956
86,487,Commercial Solvents,56.6,3.5,1956
87,488,Pittsburgh Coke & Chemical,56.6,3.1,1956
88,489,General Refractories,56.5,6.0,1956
89,490,Oxford Paper,56.4,4.1,1956
90,491,Langendorf United Bakeries,56.4,1.3,1956
91,492,South Penn Oil,55.8,6.1,1956
92,493,Signal Oil Gas,55.7,9.6,1956
93,494,Champlin Oil & Refining,55.7,7.0,1956
94,495,Great Northern Paper,55.7,5.0,1956
95,496,Sheller Manufacturing,55.6,3.8,1956
96,497,Holly Sugar,55.5,2.2,1956
97,498,Consolidated Cigar,55.3,2.2,1956
98,499,Weatherhead,55.2,2.3,1956
99,500,Warren (S.D.),55.1,2.9,1956
0,1,General Motors,10796.4,847.4,1957
1,2,Exxon Mobil,7126.9,808.5,1957
2,3,Ford Motor,4647.0,236.6,1957
3,4,U.S. Steel,4228.9,348.1,1957
4,5,General Electric,4090.0,213.8,1957
5,6,Mobil,2750.3,249.5,1957
6,7,Chrysler,2676.3,20.0,1957
7,8,Esmark,2429.3,14.0,1957
8,9,AT&T Technologies,2372.7,81.0,1957
9,10,Gulf Oil,2339.7,282.7,1957
10,11,Bethlehem Steel,2326.7,161.4,1957
11,12,Texaco,2046.3,302.3,1957
12,13,Armour,2011.4,14.7,1957
13,14,Amoco,1890.2,149.4,1957
14,15,DuPont,1888.4,383.4,1957
15,16,Shell Oil,1635.4,135.8,1957
16,17,CBS,1525.4,3.5,1957
17,18,ChevronTexaco,1452.5,267.9,1957
18,19,Goodyear Tire & Rubber,1358.8,62.5,1957
19,20,Kraft,1352.9,41.7,1957
20,21,Union Carbide,1324.5,146.2,1957
21,22,Navistar International,1252.1,49.6,1957
22,23,Republic Steel,1244.2,90.4,1957
23,24,Sinclair Oil,1180.1,95.9,1957
24,25,RCA,1121.1,40.0,1957
25,26,Firestone Tire & Rubber,1115.2,60.5,1957
26,27,Douglas Aircraft,1073.5,33.2,1957
27,28,General Dynamics,1047.8,31.9,1957
28,29,Procter & Gamble,1038.3,59.3,1957
29,30,ConocoPhillips,1033.4,95.2,1957
30,31,Continental Group,1010.3,43.1,1957
31,32,Boeing,1006.4,32.1,1957
32,33,Citgo Petroleum,973.7,62.2,1957
33,34,International Paper,969.6,86.6,1957
34,35,United Technologies,952.9,37.1,1957
35,36,General Foods,931.1,39.0,1957
36,37,Rockwell Automation,914.0,28.8,1957
37,38,Uniroyal,901.3,31.9,1957
38,39,Borden Chemical,877.0,23.6,1957
39,40,Alcoa,864.4,89.6,1957
40,41,Sperry,815.8,47.4,1957
41,42,American Can,771.6,34.8,1957
42,43,ARMCO,761.8,65.6,1957
43,44,Eastman Kodak,761.7,94.2,1957
44,45,Anaconda,749.4,111.5,1957
45,46,Jones & Laughlin Steel,742.6,45.1,1957
46,47,Lockheed Martin,742.6,13.9,1957
47,48,Intl. Business Machines,734.3,68.8,1957
48,49,Sunoco,731.4,56.2,1957
49,50,Ryerson Tull,727.2,53.0,1957
50,51,Goodrich,724.2,43.8,1957
51,52,Caterpillar,685.9,55.4,1957
52,53,Youngstown Sheet & Tube,676.3,43.2,1957
53,54,Honeywell Intl.,668.9,47.0,1957
54,55,AMAX,667.3,23.9,1957
55,56,National Intergroup,664.3,52.5,1957
56,57,Burlington Industries Equity,636.4,20.8,1957
57,58,Wilson,609.0,7.1,1957
58,59,BorgWarner,598.7,35.8,1957
59,60,Ogden,597.7,6.7,1957
60,61,Olin,596.7,44.8,1957
61,62,PPG Industries,596.6,55.4,1957
62,63,Asarco,592.9,39.8,1957
63,64,Fortune Brands,585.2,52.0,1957
64,65,Bendix,581.4,24.3,1957
65,66,NL Industries,576.3,63.2,1957
66,67,Conoco,576.3,51.8,1957
67,68,Curtiss-Wright,571.1,43.2,1957
68,69,Kennecott,567.0,143.2,1957
69,70,Dow Chemical,565.3,59.7,1957
70,71,Allis-Chalmers,547.4,20.4,1957
71,72,Atlantic Richfield,544.9,47.2,1957
72,73,ITT Industries,544.8,28.1,1957
73,74,Monsanto,541.9,38.6,1957
74,75,Tidewater Oil,522.6,38.0,1957
75,76,Nabisco Group Holdings,518.3,61.9,1957
76,77,General Mills,516.1,14.1,1957
77,78,American Cyanamid,500.7,55.4,1957
78,79,Owens-Illinois,496.0,35.3,1957
79,80,Pure Oil,486.2,36.6,1957
80,81,Standard Brands,473.2,12.1,1957
81,82,Crown Zellerbach,462.4,73.7,1957
82,83,Sealed Air,438.1,19.8,1957
83,84,Campbell Soup,429.8,29.2,1957
84,85,Phelps Dodge,418.8,87.0,1957
85,86,Nabisco Brands,410.5,20.3,1957
86,87,American Motors,408.4,-19.7,1957
87,88,Reynolds Metals,405.2,41.2,1957
88,89,American Standard,401.3,19.6,1957
89,90,Unocal,396.4,34.2,1957
90,91,Ralston Purina,393.7,14.3,1957
91,92,BP America,392.5,26.6,1957
92,93,GenCorp,390.5,10.9,1957
93,94,Foremost Dairies,384.0,10.2,1957
94,95,Crane,375.2,10.9,1957
95,96,Merritt-Chapman & Scott,374.0,16.8,1957
96,97,J.P. Stevens,372.6,10.4,1957
97,98,United Merchants & Mfrs.,368.6,13.8,1957
98,99,Whirlpool,368.2,13.8,1957
99,100,Pullman,364.4,12.7,1957
0,101,Singer,363.9,19.1,1957
1,102,Hygrade Food Products,362.0,2.4,1957
2,103,Martin Marietta,359.0,10.8,1957
3,104,Carnation,358.0,9.0,1957
4,105,Philco,347.9,0.4,1957
5,106,Republic Aviation,346.2,7.4,1957
6,107,Kaisertech,343.6,42.3,1957
7,108,CF&I Steel,341.6,16.7,1957
8,109,NCR,340.9,18.4,1957
9,110,Morrell (John),340.8,2.9,1957
10,111,Amstar,338.1,9.9,1957
11,112,Consolidation Coal,335.6,37.4,1957
12,113,Sylvania Electric Products,332.3,14.8,1957
13,114,Sunray DX Oil,332.2,45.3,1957
14,115,Pillsbury,331.0,4.4,1957
15,116,3M,330.8,38.7,1957
16,117,St. Regis,330.6,22.5,1957
17,118,Beatrice,325.0,6.4,1957
18,119,Weyerhaeuser,324.1,51.4,1957
19,120,Northrop Grumman,322.5,5.0,1957
20,121,Avco,320.6,-16.4,1957
21,122,Hormel Foods,319.3,5.1,1957
22,123,Deere,313.6,20.1,1957
23,124,Manville,310.4,25.0,1957
24,125,Liggett Group,308.5,26.5,1957
25,126,Otis Elevator,307.8,9.2,1957
26,127,TRW,306.5,13.0,1957
27,128,Koppers,305.6,12.1,1957
28,129,Bestfoods,304.2,23.5,1957
29,130,Studebaker,303.0,-103.3,1957
30,131,FMC,302.2,15.9,1957
31,132,Wyeth,295.5,31.2,1957
32,133,"Libby, McNeill & Libby",292.5,8.0,1957
33,134,Cudahy,291.1,6.1,1957
34,135,Colgate-Palmolive,291.0,10.5,1957
35,136,M. Lowenstein,290.6,5.7,1957
36,137,Honeywell,287.9,22.5,1957
37,138,Allegheny International,286.0,15.3,1957
38,139,Continental Baking,284.2,7.5,1957
39,140,National Supply,282.9,15.2,1957
40,141,Babcock & Wilcox,281.5,14.1,1957
41,142,Ashland,279.9,13.5,1957
42,143,Quaker Oats,277.2,11.6,1957
43,144,Container Corp. of America,276.0,18.2,1957
44,145,Marathon Oil,275.0,41.2,1957
45,146,Coca-Cola,273.3,29.2,1957
46,147,Unisys,271.8,14.2,1957
47,148,Scott Paper,270.3,22.4,1957
48,149,Furniture Brands Intl.,266.8,11.8,1957
49,150,Kaiser Industries,266.4,15.0,1957
50,151,Rath Packing,265.5,3.6,1957
51,152,USG,265.0,40.6,1957
52,153,Crucible Steel,263.9,12.8,1957
53,154,H.J. Heinz,262.4,10.6,1957
54,155,Aeroquip-Vickers,259.1,29.2,1957
55,156,Wheeling Pittsburgh,256.3,17.7,1957
56,157,Fruehauf,255.6,6.3,1957
57,158,Mack Trucks,254.2,12.1,1957
58,159,Richfield Oil,253.9,26.6,1957
59,160,Kimberly-Clark,253.3,21.6,1957
60,161,Skelly Oil,251.4,34.1,1957
61,162,Revere Copper & Brass,250.5,9.6,1957
62,163,Arden Farms,250.0,2.4,1957
63,164,Rockwell-Standard,249.5,11.9,1957
64,165,Del Monte Foods,249.3,11.4,1957
65,166,Armstrong Holdings,247.4,13.3,1957
66,167,Brink's,246.2,7.4,1957
67,168,Textron,245.8,6.5,1957
68,169,ACF Industries,245.6,8.0,1957
69,170,Johnson & Johnson,244.1,12.9,1957
70,171,American Viscose,239.4,14.9,1957
71,172,A.O. Smith,238.2,7.1,1957
72,173,Hercules,235.9,17.7,1957
73,174,Electric Autolite,231.6,2.3,1957
74,175,Dresser Industries,230.3,17.3,1957
75,176,Quantum Chemical,229.9,20.1,1957
76,177,Pet,229.4,29.0,1957
77,178,Dana,228.5,17.3,1957
78,179,J.E. Seagram,228.5,12.3,1957
79,180,Motorola,227.6,8.0,1957
80,181,Eaton,227.2,13.0,1957
81,182,Glidden,226.3,8.1,1957
82,183,Oscar Mayer,219.7,5.7,1957
83,184,Brown Shoe,219.1,8.5,1957
84,185,Bell Intercontinental,216.0,5.8,1957
85,186,Anheuser-Busch,214.7,9.8,1957
86,187,Westinghouse Air Brake,214.7,11.9,1957
87,188,Timken,214.5,21.8,1957
88,189,Hearst Consolidated Publications,211.2,1.2,1957
89,190,Archer Daniels Midland,210.9,5.9,1957
90,191,McGraw-Edison,210.6,14.0,1957
91,192,White Motor,207.4,7.2,1957
92,193,Cannon Mills,206.4,10.6,1957
93,194,Champion International,202.8,11.3,1957
94,195,American-Marietta,202.3,16.2,1957
95,196,Kellogg,201.7,15.1,1957
96,197,Kaiser Steel,201.5,23.6,1957
97,198,Gillette,200.7,31.5,1957
98,199,AMF,198.1,9.0,1957
99,200,Grumman,197.5,7.7,1957
0,201,Baldwin-Lima-Hamilton,195.3,3.7,1957
1,202,Genesco,195.2,5.9,1957
2,203,GATX,195.0,13.6,1957
3,204,Carrier,193.2,9.4,1957
4,205,Ingersoll-Rand,189.1,36.1,1957
5,206,Grinnell,189.0,8.8,1957
6,207,Celanese,188.3,16.9,1957
7,208,Westvaco,187.6,16.3,1957
8,209,GK Technologies,186.6,12.0,1957
9,210,Curtis Publishing,186.6,6.2,1957
